consent1_next.keys,consent1_next.rt,consent1_next_2.keys,consent1_next_2.rt,key_resp_10.keys,key_resp_10.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,trials,image_prac1,image_prac2,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,practice_answer.keys,practice_answer.corr,practice_answer.rt,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,practice_loop.ran,key_resp_23.keys,key_resp_23.rt,key_resp_22.keys,key_resp_22.rt,key_resp_17.keys,key_resp_17.rt,key_resp_18.keys,key_resp_18.rt,key_resp_19.keys,key_resp_19.rt,key_resp_20.keys,key_resp_20.rt,instructions_get_right.thisRepN,instructions_get_right.thisTrialN,instructions_get_right.thisN,instructions_get_right.thisIndex,instructions_get_right.ran,key_resp_4.keys,key_resp_4.rt,click_action.keys,click_action.corr,click_action.rt,action_selection.thisRepN,action_selection.thisTrialN,action_selection.thisN,action_selection.thisIndex,action_selection.ran,click_action_2.keys,click_action_2.corr,click_action_2.rt,resp4.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,s1_image,s2_image,s3_image,action1,action2,resp4.rt,resp4_3.keys,resp4_3.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,image1,image2,key_resp_3.keys,key_resp_3.rt,key_resp_12.keys,key_resp_12.rt,key_resp_15.keys,key_resp_15.rt,key_resp_24.keys,key_resp_24.rt,key_resp_25.keys,key_resp_25.rt,key_resp_36.keys,key_resp_36.rt,PR_vs_SR.thisRepN,PR_vs_SR.thisTrialN,PR_vs_SR.thisN,PR_vs_SR.thisIndex,PR_vs_SR.ran,trial_num,r1,r1_num,r2,r2_num,r3,r3_num,r4,r4_num,r5,r5_num,corr_quiz_ans,type_trial_immediate_first,key_resp_8.keys,key_resp_8.rt,key_resp_29.keys,key_resp_29.rt,transition_reval_choice.keys,transition_reval_choice.rt,transition_reval_choice_2.keys,transition_reval_choice_2.rt,transition_revaluation_round.thisRepN,transition_revaluation_round.thisTrialN,transition_revaluation_round.thisN,transition_revaluation_round.thisIndex,transition_revaluation_round.ran
,,,,,,,,,,,,,,Kyle,001,2023-06-22_14h59.47.927,study5_pr_2,2022.2.5,Win32,238.6634845,56e20623ec0fdd000b41cef4,64944c9a5850536c27178b39,649453b3a505b8d0d856b88d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Kyle,001,2023-06-22_14h59.47.927,study5_pr_2,2022.2.5,Win32,238.6634845,56e20623ec0fdd000b41cef4,64944c9a5850536c27178b39,649453b3a505b8d0d856b88d,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4.0674,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Kyle,001,2023-06-22_14h59.47.927,study5_pr_2,2022.2.5,Win32,238.6634845,56e20623ec0fdd000b41cef4,64944c9a5850536c27178b39,649453b3a505b8d0d856b88d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,2.4234,,0,2,2,2,1,trident.png,tree.png,snorkel.png,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Kyle,001,2023-06-22_14h59.47.927,study5_pr_2,2022.2.5,Win32,238.6634845,56e20623ec0fdd000b41cef4,64944c9a5850536c27178b39,649453b3a505b8d0d856b88d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Kyle,001,2023-06-22_14h59.47.927,study5_pr_2,2022.2.5,Win32,238.6634845,56e20623ec0fdd000b41cef4,64944c9a5850536c27178b39,649453b3a505b8d0d856b88d,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.2939,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Kyle,001,2023-06-22_14h59.47.927,study5_pr_2,2022.2.5,Win32,238.6634845,56e20623ec0fdd000b41cef4,64944c9a5850536c27178b39,649453b3a505b8d0d856b88d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1.1209,,0,3,3,3,1,trident.png,fox.png,hammer.png,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Kyle,001,2023-06-22_14h59.47.927,study5_pr_2,2022.2.5,Win32,238.6634845,56e20623ec0fdd000b41cef4,64944c9a5850536c27178b39,649453b3a505b8d0d856b88d,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,2.2668,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Kyle,001,2023-06-22_14h59.47.927,study5_pr_2,2022.2.5,Win32,238.6634845,56e20623ec0fdd000b41cef4,64944c9a5850536c27178b39,649453b3a505b8d0d856b88d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,1.1347,,0,4,4,4,1,planet.png,tree.png,snorkel.png,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Kyle,001,2023-06-22_14h59.47.927,study5_pr_2,2022.2.5,Win32,238.6634845,56e20623ec0fdd000b41cef4,64944c9a5850536c27178b39,649453b3a505b8d0d856b88d,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,1.2219,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Kyle,001,2023-06-22_14h59.47.927,study5_pr_2,2022.2.5,Win32,238.6634845,56e20623ec0fdd000b41cef4,64944c9a5850536c27178b39,649453b3a505b8d0d856b88d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.89,,0,5,5,5,1,planet.png,bell.png,train.png,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Kyle,001,2023-06-22_14h59.47.927,study5_pr_2,2022.2.5,Win32,238.6634845,56e20623ec0fdd000b41cef4,64944c9a5850536c27178b39,649453b3a505b8d0d856b88d,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.1836,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Kyle,001,2023-06-22_14h59.47.927,study5_pr_2,2022.2.5,Win32,238.6634845,56e20623ec0fdd000b41cef4,64944c9a5850536c27178b39,649453b3a505b8d0d856b88d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.986,,0,6,6,6,1,trident.png,fox.png,hammer.png,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Kyle,001,2023-06-22_14h59.47.927,study5_pr_2,2022.2.5,Win32,238.6634845,56e20623ec0fdd000b41cef4,64944c9a5850536c27178b39,649453b3a505b8d0d856b88d,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,1.0442,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Kyle,001,2023-06-22_14h59.47.927,study5_pr_2,2022.2.5,Win32,238.6634845,56e20623ec0fdd000b41cef4,64944c9a5850536c27178b39,649453b3a505b8d0d856b88d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0.6006,,0,7,7,7,1,planet.png,unicorn.png,window.png,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Kyle,001,2023-06-22_14h59.47.927,study5_pr_2,2022.2.5,Win32,238.6634845,56e20623ec0fdd000b41cef4,64944c9a5850536c27178b39,649453b3a505b8d0d856b88d,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,1.4415,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Kyle,001,2023-06-22_14h59.47.927,study5_pr_2,2022.2.5,Win32,238.6634845,56e20623ec0fdd000b41cef4,64944c9a5850536c27178b39,649453b3a505b8d0d856b88d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.9679,,0,8,8,8,1,planet.png,tree.png,north.png,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Kyle,001,2023-06-22_14h59.47.927,study5_pr_2,2022.2.5,Win32,238.6634845,56e20623ec0fdd000b41cef4,64944c9a5850536c27178b39,649453b3a505b8d0d856b88d,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.0514,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Kyle,001,2023-06-22_14h59.47.927,study5_pr_2,2022.2.5,Win32,238.6634845,56e20623ec0fdd000b41cef4,64944c9a5850536c27178b39,649453b3a505b8d0d856b88d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0.7867,,0,9,9,9,1,trident.png,fox.png,apple.png,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Kyle,001,2023-06-22_14h59.47.927,study5_pr_2,2022.2.5,Win32,238.6634845,56e20623ec0fdd000b41cef4,64944c9a5850536c27178b39,649453b3a505b8d0d856b88d,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.8728,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Kyle,001,2023-06-22_14h59.47.927,study5_pr_2,2022.2.5,Win32,238.6634845,56e20623ec0fdd000b41cef4,64944c9a5850536c27178b39,649453b3a505b8d0d856b88d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0.7264,,0,10,10,10,1,trident.png,fox.png,apple.png,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Kyle,001,2023-06-22_14h59.47.927,study5_pr_2,2022.2.5,Win32,238.6634845,56e20623ec0fdd000b41cef4,64944c9a5850536c27178b39,649453b3a505b8d0d856b88d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Kyle,001,2023-06-22_14h59.47.927,study5_pr_2,2022.2.5,Win32,238.6634845,56e20623ec0fdd000b41cef4,64944c9a5850536c27178b39,649453b3a505b8d0d856b88d,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.7344,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Kyle,001,2023-06-22_14h59.47.927,study5_pr_2,2022.2.5,Win32,238.6634845,56e20623ec0fdd000b41cef4,64944c9a5850536c27178b39,649453b3a505b8d0d856b88d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0.6631,,0,11,11,11,1,trident.png,fox.png,apple.png,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Kyle,001,2023-06-22_14h59.47.927,study5_pr_2,2022.2.5,Win32,238.6634845,56e20623ec0fdd000b41cef4,64944c9a5850536c27178b39,649453b3a505b8d0d856b88d,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.3522,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Kyle,001,2023-06-22_14h59.47.927,study5_pr_2,2022.2.5,Win32,238.6634845,56e20623ec0fdd000b41cef4,64944c9a5850536c27178b39,649453b3a505b8d0d856b88d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0.2003,,0,12,12,12,1,trident.png,fox.png,apple.png,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Kyle,001,2023-06-22_14h59.47.927,study5_pr_2,2022.2.5,Win32,238.6634845,56e20623ec0fdd000b41cef4,64944c9a5850536c27178b39,649453b3a505b8d0d856b88d,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.2389,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Kyle,001,2023-06-22_14h59.47.927,study5_pr_2,2022.2.5,Win32,238.6634845,56e20623ec0fdd000b41cef4,64944c9a5850536c27178b39,649453b3a505b8d0d856b88d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0.3683,,0,13,13,13,1,trident.png,tree.png,snorkel.png,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Kyle,001,2023-06-22_14h59.47.927,study5_pr_2,2022.2.5,Win32,238.6634845,56e20623ec0fdd000b41cef4,64944c9a5850536c27178b39,649453b3a505b8d0d856b88d,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.113,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Kyle,001,2023-06-22_14h59.47.927,study5_pr_2,2022.2.5,Win32,238.6634845,56e20623ec0fdd000b41cef4,64944c9a5850536c27178b39,649453b3a505b8d0d856b88d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0.1878,,0,14,14,14,1,trident.png,bell.png,tophat.png,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Kyle,001,2023-06-22_14h59.47.927,study5_pr_2,2022.2.5,Win32,238.6634845,56e20623ec0fdd000b41cef4,64944c9a5850536c27178b39,649453b3a505b8d0d856b88d,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.0505,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Kyle,001,2023-06-22_14h59.47.927,study5_pr_2,2022.2.5,Win32,238.6634845,56e20623ec0fdd000b41cef4,64944c9a5850536c27178b39,649453b3a505b8d0d856b88d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0.0426,,0,15,15,15,1,trident.png,fox.png,apple.png,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Kyle,001,2023-06-22_14h59.47.927,study5_pr_2,2022.2.5,Win32,238.6634845,56e20623ec0fdd000b41cef4,64944c9a5850536c27178b39,649453b3a505b8d0d856b88d,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.0803,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Kyle,001,2023-06-22_14h59.47.927,study5_pr_2,2022.2.5,Win32,238.6634845,56e20623ec0fdd000b41cef4,64944c9a5850536c27178b39,649453b3a505b8d0d856b88d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0.0274,,0,16,16,16,1,trident.png,bell.png,tophat.png,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Kyle,001,2023-06-22_14h59.47.927,study5_pr_2,2022.2.5,Win32,238.6634845,56e20623ec0fdd000b41cef4,64944c9a5850536c27178b39,649453b3a505b8d0d856b88d,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0.8101,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Kyle,001,2023-06-22_14h59.47.927,study5_pr_2,2022.2.5,Win32,238.6634845,56e20623ec0fdd000b41cef4,64944c9a5850536c27178b39,649453b3a505b8d0d856b88d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0.493,,0,17,17,17,1,planet.png,bell.png,tophat.png,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Kyle,001,2023-06-22_14h59.47.927,study5_pr_2,2022.2.5,Win32,238.6634845,56e20623ec0fdd000b41cef4,64944c9a5850536c27178b39,649453b3a505b8d0d856b88d,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0.2484,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Kyle,001,2023-06-22_14h59.47.927,study5_pr_2,2022.2.5,Win32,238.6634845,56e20623ec0fdd000b41cef4,64944c9a5850536c27178b39,649453b3a505b8d0d856b88d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0.1589,,0,18,18,18,1,planet.png,bell.png,tophat.png,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Kyle,001,2023-06-22_14h59.47.927,study5_pr_2,2022.2.5,Win32,238.6634845,56e20623ec0fdd000b41cef4,64944c9a5850536c27178b39,649453b3a505b8d0d856b88d,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.4485,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Kyle,001,2023-06-22_14h59.47.927,study5_pr_2,2022.2.5,Win32,238.6634845,56e20623ec0fdd000b41cef4,64944c9a5850536c27178b39,649453b3a505b8d0d856b88d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0.2374,,0,19,19,19,1,trident.png,fox.png,apple.png,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Kyle,001,2023-06-22_14h59.47.927,study5_pr_2,2022.2.5,Win32,238.6634845,56e20623ec0fdd000b41cef4,64944c9a5850536c27178b39,649453b3a505b8d0d856b88d,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.472,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Kyle,001,2023-06-22_14h59.47.927,study5_pr_2,2022.2.5,Win32,238.6634845,56e20623ec0fdd000b41cef4,64944c9a5850536c27178b39,649453b3a505b8d0d856b88d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0.1566,,0,20,20,20,1,trident.png,bell.png,tophat.png,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
