consent1_next.keys,consent1_next.rt,consent1_next_2.keys,consent1_next_2.rt,key_resp_10.keys,key_resp_10.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,trials,image_prac1,image_prac2,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,practice_answer.keys,practice_answer.corr,practice_answer.rt,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,practice_loop.ran,key_resp_23.keys,key_resp_23.rt,key_resp_22.keys,key_resp_22.rt,key_resp_17.keys,key_resp_17.rt,key_resp_18.keys,key_resp_18.rt,key_resp_19.keys,key_resp_19.rt,key_resp_20.keys,key_resp_20.rt,instructions_get_right.thisRepN,instructions_get_right.thisTrialN,instructions_get_right.thisN,instructions_get_right.thisIndex,instructions_get_right.ran,key_resp_4.keys,key_resp_4.rt,click_action.keys,click_action.corr,click_action.rt,action_selection.thisRepN,action_selection.thisTrialN,action_selection.thisN,action_selection.thisIndex,action_selection.ran,click_action_2.keys,click_action_2.corr,resp4.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,s1_image,s2_image,s3_image,action1,action2,click_action_2.rt,resp4.rt,resp4_3.keys,resp4_3.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,image1,image2,key_resp_3.keys,key_resp_3.rt,key_resp_12.keys,key_resp_12.rt,key_resp_15.keys,key_resp_15.rt,key_resp_24.keys,key_resp_24.rt,key_resp_25.keys,key_resp_25.rt,key_resp_36.keys,key_resp_36.rt,PR_vs_SR.thisRepN,PR_vs_SR.thisTrialN,PR_vs_SR.thisN,PR_vs_SR.thisIndex,PR_vs_SR.ran,trial_num,r1,r1_num,r2,r2_num,r3,r3_num,r4,r4_num,r5,r5_num,corr_quiz_ans,type_trial_immediate_first,key_resp_8.keys,key_resp_8.rt,key_resp_29.keys,key_resp_29.rt,transition_reval_choice.keys,transition_reval_choice.rt,transition_reval_choice_2.keys,transition_reval_choice_2.rt,transition_revaluation_round.thisRepN,transition_revaluation_round.thisTrialN,transition_revaluation_round.thisN,transition_revaluation_round.thisIndex,transition_revaluation_round.ran
,,,,,,,,,,,,,,,001,2023-06-22_16h13.32.277,study5_pr_2,2022.2.5,Win32,59.88382538,5d64f820c94fbf0001addee8,64944c9a5850536c27178b39,6494564e43bd51b373a47597,a,1,20.6803,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_16h13.32.277,study5_pr_2,2022.2.5,Win32,59.88382538,5d64f820c94fbf0001addee8,64944c9a5850536c27178b39,6494564e43bd51b373a47597,,,,,,,,,space,16.6194,space,23.324,d,22.6067,d,6.3958,b,15.6772,b,9.6601,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,0.9254,y,1.6547,1,0.5282,0,0,0,0,1,planet.png,planet.png,basket.png,,001,2023-06-22_16h13.32.277,study5_pr_2,2022.2.5,Win32,59.88382538,5d64f820c94fbf0001addee8,64944c9a5850536c27178b39,6494564e43bd51b373a47597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,0.3262,0,1,1,1,1,planet.png,planet.png,basket.png,,001,2023-06-22_16h13.32.277,study5_pr_2,2022.2.5,Win32,59.88382538,5d64f820c94fbf0001addee8,64944c9a5850536c27178b39,6494564e43bd51b373a47597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_16h13.32.277,study5_pr_2,2022.2.5,Win32,59.88382538,5d64f820c94fbf0001addee8,64944c9a5850536c27178b39,6494564e43bd51b373a47597,a,1,3.0682,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_16h13.32.277,study5_pr_2,2022.2.5,Win32,59.88382538,5d64f820c94fbf0001addee8,64944c9a5850536c27178b39,6494564e43bd51b373a47597,,,,,,,,,space,0.9687,space,1.0339,d,9.1434,c,8.6865,b,3.6565,c,7.6015,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,1.7709,y,1.6569,1,0.5631,0,0,0,0,1,planet.png,planet.png,basket.png,,001,2023-06-22_16h13.32.277,study5_pr_2,2022.2.5,Win32,59.88382538,5d64f820c94fbf0001addee8,64944c9a5850536c27178b39,6494564e43bd51b373a47597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,0.5418,0,1,1,1,1,planet.png,planet.png,basket.png,,001,2023-06-22_16h13.32.277,study5_pr_2,2022.2.5,Win32,59.88382538,5d64f820c94fbf0001addee8,64944c9a5850536c27178b39,6494564e43bd51b373a47597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_16h13.32.277,study5_pr_2,2022.2.5,Win32,59.88382538,5d64f820c94fbf0001addee8,64944c9a5850536c27178b39,6494564e43bd51b373a47597,a,1,2.6674,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_16h13.32.277,study5_pr_2,2022.2.5,Win32,59.88382538,5d64f820c94fbf0001addee8,64944c9a5850536c27178b39,6494564e43bd51b373a47597,,,,,,,,,space,20.3376,space,13.6432,c,6.4722,c,24.2692,b,18.9333,b,11.506,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_16h13.32.277,study5_pr_2,2022.2.5,Win32,59.88382538,5d64f820c94fbf0001addee8,64944c9a5850536c27178b39,6494564e43bd51b373a47597,,,,,,,,,,,,,,,,,,,,,,,,,,space,10.2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_16h13.32.277,study5_pr_2,2022.2.5,Win32,59.88382538,5d64f820c94fbf0001addee8,64944c9a5850536c27178b39,6494564e43bd51b373a47597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_16h13.32.277,study5_pr_2,2022.2.5,Win32,59.88382538,5d64f820c94fbf0001addee8,64944c9a5850536c27178b39,6494564e43bd51b373a47597,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3.6459,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_16h13.32.277,study5_pr_2,2022.2.5,Win32,59.88382538,5d64f820c94fbf0001addee8,64944c9a5850536c27178b39,6494564e43bd51b373a47597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,1,trident.png,bell.png,tophat.png,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_16h13.32.277,study5_pr_2,2022.2.5,Win32,59.88382538,5d64f820c94fbf0001addee8,64944c9a5850536c27178b39,6494564e43bd51b373a47597,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,1.4209,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_16h13.32.277,study5_pr_2,2022.2.5,Win32,59.88382538,5d64f820c94fbf0001addee8,64944c9a5850536c27178b39,6494564e43bd51b373a47597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,0,1,1,1,1,planet.png,bell.png,train.png,9,2,1.2894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_16h13.32.277,study5_pr_2,2022.2.5,Win32,59.88382538,5d64f820c94fbf0001addee8,64944c9a5850536c27178b39,6494564e43bd51b373a47597,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.0678,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_16h13.32.277,study5_pr_2,2022.2.5,Win32,59.88382538,5d64f820c94fbf0001addee8,64944c9a5850536c27178b39,6494564e43bd51b373a47597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,,0,2,2,2,1,trident.png,tree.png,snorkel.png,1,8,1.1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_16h13.32.277,study5_pr_2,2022.2.5,Win32,59.88382538,5d64f820c94fbf0001addee8,64944c9a5850536c27178b39,6494564e43bd51b373a47597,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.822,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_16h13.32.277,study5_pr_2,2022.2.5,Win32,59.88382538,5d64f820c94fbf0001addee8,64944c9a5850536c27178b39,6494564e43bd51b373a47597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,0,3,3,3,1,trident.png,fox.png,hammer.png,1,2,0.9857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_16h13.32.277,study5_pr_2,2022.2.5,Win32,59.88382538,5d64f820c94fbf0001addee8,64944c9a5850536c27178b39,6494564e43bd51b373a47597,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,1.217,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_16h13.32.277,study5_pr_2,2022.2.5,Win32,59.88382538,5d64f820c94fbf0001addee8,64944c9a5850536c27178b39,6494564e43bd51b373a47597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,,0,4,4,4,1,planet.png,tree.png,snorkel.png,9,8,0.9223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_16h13.32.277,study5_pr_2,2022.2.5,Win32,59.88382538,5d64f820c94fbf0001addee8,64944c9a5850536c27178b39,6494564e43bd51b373a47597,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0.6248,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_16h13.32.277,study5_pr_2,2022.2.5,Win32,59.88382538,5d64f820c94fbf0001addee8,64944c9a5850536c27178b39,6494564e43bd51b373a47597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,0,5,5,5,1,planet.png,bell.png,train.png,9,2,0.9914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_16h13.32.277,study5_pr_2,2022.2.5,Win32,59.88382538,5d64f820c94fbf0001addee8,64944c9a5850536c27178b39,6494564e43bd51b373a47597,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.5703,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_16h13.32.277,study5_pr_2,2022.2.5,Win32,59.88382538,5d64f820c94fbf0001addee8,64944c9a5850536c27178b39,6494564e43bd51b373a47597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,0,6,6,6,1,trident.png,fox.png,hammer.png,1,2,0.8175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_16h13.32.277,study5_pr_2,2022.2.5,Win32,59.88382538,5d64f820c94fbf0001addee8,64944c9a5850536c27178b39,6494564e43bd51b373a47597,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,1.1017,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_16h13.32.277,study5_pr_2,2022.2.5,Win32,59.88382538,5d64f820c94fbf0001addee8,64944c9a5850536c27178b39,6494564e43bd51b373a47597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,,0,7,7,7,1,planet.png,unicorn.png,window.png,9,8,0.9005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_16h13.32.277,study5_pr_2,2022.2.5,Win32,59.88382538,5d64f820c94fbf0001addee8,64944c9a5850536c27178b39,6494564e43bd51b373a47597,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0.4442,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_16h13.32.277,study5_pr_2,2022.2.5,Win32,59.88382538,5d64f820c94fbf0001addee8,64944c9a5850536c27178b39,6494564e43bd51b373a47597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,0,8,8,8,1,planet.png,tree.png,north.png,9,2,0.8235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_16h13.32.277,study5_pr_2,2022.2.5,Win32,59.88382538,5d64f820c94fbf0001addee8,64944c9a5850536c27178b39,6494564e43bd51b373a47597,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.7209,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_16h13.32.277,study5_pr_2,2022.2.5,Win32,59.88382538,5d64f820c94fbf0001addee8,64944c9a5850536c27178b39,6494564e43bd51b373a47597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,,0,9,9,9,1,trident.png,fox.png,apple.png,1,8,1.2197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_16h13.32.277,study5_pr_2,2022.2.5,Win32,59.88382538,5d64f820c94fbf0001addee8,64944c9a5850536c27178b39,6494564e43bd51b373a47597,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.4206,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_16h13.32.277,study5_pr_2,2022.2.5,Win32,59.88382538,5d64f820c94fbf0001addee8,64944c9a5850536c27178b39,6494564e43bd51b373a47597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,,0,10,10,10,1,trident.png,fox.png,apple.png,1,8,0.6749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_16h13.32.277,study5_pr_2,2022.2.5,Win32,59.88382538,5d64f820c94fbf0001addee8,64944c9a5850536c27178b39,6494564e43bd51b373a47597,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.395,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_16h13.32.277,study5_pr_2,2022.2.5,Win32,59.88382538,5d64f820c94fbf0001addee8,64944c9a5850536c27178b39,6494564e43bd51b373a47597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,,0,11,11,11,1,trident.png,fox.png,apple.png,1,8,0.7469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_16h13.32.277,study5_pr_2,2022.2.5,Win32,59.88382538,5d64f820c94fbf0001addee8,64944c9a5850536c27178b39,6494564e43bd51b373a47597,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.3514,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_16h13.32.277,study5_pr_2,2022.2.5,Win32,59.88382538,5d64f820c94fbf0001addee8,64944c9a5850536c27178b39,6494564e43bd51b373a47597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,,0,12,12,12,1,trident.png,fox.png,apple.png,1,8,0.6232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_16h13.32.277,study5_pr_2,2022.2.5,Win32,59.88382538,5d64f820c94fbf0001addee8,64944c9a5850536c27178b39,6494564e43bd51b373a47597,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.3683,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_16h13.32.277,study5_pr_2,2022.2.5,Win32,59.88382538,5d64f820c94fbf0001addee8,64944c9a5850536c27178b39,6494564e43bd51b373a47597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,,0,13,13,13,1,trident.png,tree.png,snorkel.png,1,8,0.7049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_16h13.32.277,study5_pr_2,2022.2.5,Win32,59.88382538,5d64f820c94fbf0001addee8,64944c9a5850536c27178b39,6494564e43bd51b373a47597,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.3758,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_16h13.32.277,study5_pr_2,2022.2.5,Win32,59.88382538,5d64f820c94fbf0001addee8,64944c9a5850536c27178b39,6494564e43bd51b373a47597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,,0,14,14,14,1,trident.png,bell.png,tophat.png,1,8,0.7436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
